CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,timestamp
2.8186950433721285,1223.964116910436,-216.82269564400988,15.828056782012721,1232.6370247361963,163.70113521122747,656.97276780135,123.58893651708564,2116.1895094855363,1322.6184434284603,30.02994334669537,54.097262563180465,1.9718940055344478,2025-10-16T12:22:23.836445
1.4093475216860643,1236.9734786490765,106.24312086556485,6.829914912786311,896.5618464879809,79.14028391006362,1014.7302156139663,95.40198608336435,1613.1608555914336,1203.365960824255,17.5626383471648,58.758950519526685,1.0768499179159752,2025-10-16T12:22:23.836445
2.385049652084109,1375.7400038612427,-216.82269564400988,12.033659608242548,1101.4592938715703,420.6360295493792,627.7017038894086,204.89744738358934,1380.076457774123,1499.3289403783283,26.343957520747203,26.77760291203522,0.8030028533175907,2025-10-16T12:22:23.836445
0.8672907825760396,952.9357473554235,-216.82269564400988,3.1439290868381433,699.2531934519319,89.9814186922641,1109.0480882191105,54.20567391100247,1396.3381599474237,663.4774486706702,19.730865303604897,80.9832768230377,1.6739796217195784,2025-10-16T12:22:23.836445
2.7102836955501237,1286.8426986471986,-216.82269564400988,9.540198608336436,1009.309648222866,272.1124830332324,725.271916929213,131.17773086462597,1184.936031694514,1942.7313529703285,4.661687956346213,69.49167395390516,0.5821689378041666,2025-10-16T12:22:23.836445
0.9757021303980445,1098.20695343691,-216.82269564400988,3.577574478126163,727.4401438856531,133.3459578210661,885.7207117057804,112.74780173488514,1144.8238330003721,1068.9358895249688,13.659829825572622,58.216893780416655,0.8448496335768845,2025-10-16T12:22:23.836445
1.517758869508069,1042.9171660476875,168.03758912410765,5.637390086744257,841.2720590987584,110.57957477844505,1226.132343866876,87.813191735824,1351.8895073404017,580.0007108477264,19.730865303604897,28.295361781543292,0.5840119307171406,2025-10-16T12:22:23.836445
1.7345815651520793,1184.936031694514,-216.82269564400988,7.588794347540346,930.1693643128024,104.07489390912474,1057.0106412645482,102.99078043090469,1620.749649938974,884.6365982275604,24.82619865123913,40.11219869414183,1.1054705137409844,2025-10-16T12:22:23.836445
0.3252340434660148,948.5992934425433,-216.82269564400988,2.7102836955501237,674.3185834528707,37.94397173770173,1265.1604290827977,62.87858173676287,1442.9550395108859,711.1784417123524,21.68226956440099,44.99070934613205,1.0376050100044092,2025-10-16T12:22:23.836445
-216.82269564400988,1203.365960824255,-216.82269564400988,5.8542127823882675,847.7767399680787,227.66383042621038,865.1225556195994,145.27120608148664,1193.6089395202744,1034.244258221927,6.721503564964307,78.38140447530957,0.746628952450148,2025-10-16T12:22:23.836445
3.3607517824821533,1311.7773086462598,-216.82269564400988,16.370113521122747,1247.814613431277,440.15007215734005,616.8605691072081,155.02822738546706,1548.1140468982305,1458.1326282059665,12.25048230388656,65.15522004102498,0.8696758322281237,2025-10-16T12:22:23.836445
1.4093475216860643,1179.5154643034139,-216.82269564400988,9.540198608336436,1010.3937617010861,220.07503607867002,765.3841156233549,78.05617043184355,1696.6375934143773,1120.973336479531,23.308439781731064,73.17765977985334,1.8516658207998444,2025-10-16T12:22:23.836445
